epsilon,0.1,,0.2,,0.3,,0.4,,0.5,,0.6,,0.7,,0.8,,0.9,,1,,1.5,,2,,2.5,,3,,3.5,,4,,4.5,,5,
,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL,ARL,SDRL
0,370.3451,359.7915,369.7027,359.6653,370.2399,366.9488,370.0861,362.8782,369.2539,361.4215,369.3729,360.1026,370.6525,363.7469,369.2994,358.9871,369.7463,357.6863,369.5486,365.1864,369.4105,362.1078,370.2828,359.3148,370.456,364.3543,370.1905,365.0203,370.8444,358.0708,369.5789,364.6608,369.2177,356.7942,369.771,361.595
0.5,9.0102,8.686463114,8.3524,7.802903483,7.9393,7.319547328,7.9027,7.481124878,7.4389,6.921044493,6.8512,6.319877582,6.7916,6.336764545,6.5449,5.990156274,6.1892,5.675299487,5.9862,5.420806958,4.7894,4.329124828,4.0647,3.535047887,3.5748,3.044524901,3.2526,2.715166745,2.9942,2.436628834,2.8138,2.251629753,2.7508,2.19744903,2.6268,2.073150153
1,1.815,1.241905485,1.6425,1.036436766,1.4827,0.838672193,1.3676,0.705492744,1.2666,0.578755506,1.1958,0.484650233,1.1481,0.418071607,1.1128,0.347977397,1.0809,0.292512814,1.0624,0.257512857,1.0217,0.145709413,1.0114,0.107103628,1.0065,0.081599117,1.0039,0.0623312,1.0046,0.06767051,1.0025,0.049939958,1.0022,0.046854877,1.0016,0.039969986
1.5,1.1763,0.454575598,1.0404,0.205844789,1.0077,0.087415526,1.0015,0.03870271,1.0004,0.019996999,1.0001,0.01,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2,1.0076,0.087994399,1.0001,0.01,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
2.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
3.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
4.5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
